"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RPP25L",231.264335436265,1.3002811884663,0.184478214383461,7.0484267901873,1.80951910469178e-12,1.2420436876768e-11
"JAG1",311.460206507158,2.63534627733779,0.374076405799131,7.04494118442984,1.85539861565258e-12,1.27275333521239e-11
"TOMM34",858.000230156517,0.680001589013506,0.096524314891283,7.04487350963748,1.85630058792165e-12,1.27298133904452e-11
"RBM20",445.342668982448,-1.0833291858162,0.153792494244681,-7.04409660001122,1.86668613251002e-12,1.279710686364e-11
"PABIR2",955.80862938078,0.670984111387992,0.0952562970307716,7.0439869310817,1.86815674416647e-12,1.28032612926637e-11
"PCDHA10",1380.51272806745,-0.53158658944904,0.075476260943556,-7.04309650217809,1.88013915000884e-12,1.28774838686937e-11
"PTP4A3",686.122666540352,-0.75821734637439,0.10765392111435,-7.04310013537744,1.88009010558864e-12,1.28774838686937e-11
"GAS2L3",576.141536628267,0.74990917644797,0.106490184522864,7.04204974203008,1.89432171953622e-12,1.29666756845069e-11
"SLC25A33",1429.43369132944,0.51946150332186,0.0737692445068035,7.04170832702444,1.8989702136214e-12,1.29905372832031e-11
"MIR4453HG",923.943055248371,0.621300604728901,0.0882326883947017,7.04161480322988,1.9002455265647e-12,1.29952837433276e-11
"NR2C2AP",286.308491260456,1.34635612382052,0.191447750316695,7.03249905832461,2.02866676113699e-12,1.38650377506577e-11
"LINC01572",245.473375182415,-1.32590095558602,0.188568917243217,-7.03138658783236,2.04491046759616e-12,1.39717835647529e-11
"CARD8",943.000133122662,-0.613243753918959,0.08722976609798,-7.03021206350753,2.06219870245026e-12,1.40786429816448e-11
"NECTIN3",542.324281217951,-0.810952253892389,0.115363648571412,-7.0295302197416,2.07230068642508e-12,1.41416329895921e-11
"C15orf39",288.072438693393,1.28855424971447,0.183317160363319,7.02909780601368,2.07873232892652e-12,1.41811931682475e-11
"LINC02021",153.43063251135,1.46856081472178,0.208935005075169,7.02879258644778,2.08328389238969e-12,1.42035728221529e-11
"IDE",1250.58396641074,0.633160832225318,0.0900924496129553,7.02790117202307,2.0966330809599e-12,1.42858697336502e-11
"THAP5",937.352153377263,0.704091317615005,0.100223705903517,7.02519739484405,2.13763819664806e-12,1.4560827813742e-11
"DKC1",1622.58852507425,0.530512749678,0.0755166949654669,7.02510550707494,2.13904548680162e-12,1.45659742792594e-11
"PCDHB15",855.360437797916,-0.855764479866967,0.121825555297349,-7.02450711411277,2.14823231757115e-12,1.4624076778982e-11
"SPDL1",749.077624276681,0.692191262585484,0.0985481518985048,7.0238888223736,2.15776529524621e-12,1.4680029401357e-11
"PRKN",661.031540639459,0.924609721684146,0.131802883757174,7.0150947788638,2.29793128448566e-12,1.56003846527856e-11
"PNO1",815.926301197243,0.715825565510652,0.102073236910153,7.01286240330301,2.33491058184502e-12,1.58466190688291e-11
"TMEM147",1041.8447875802,0.630445326589272,0.089989105062814,7.00579615887068,2.4558525165918e-12,1.66573134729318e-11
