"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"OPRK11",0.00218983111782085,0.324726076422304,0.017,0.013,1,"3","OPRK1"
"USP34-DT",0.00221112017876645,0.271633268267182,0.055,0.047,1,"3","USP34-DT"
"DGUOK-AS1",0.0022549018024015,0.255491850171052,0.038,0.031,1,"3","DGUOK-AS1"
"DPH6-DT1",0.00227836620497584,0.342898231494211,0.054,0.046,1,"3","DPH6-DT"
"ENSG000002674581",0.00229050420174749,0.323169804698148,0.015,0.011,1,"3","ENSG00000267458"
"ACAD9-DT1",0.00230883398098093,0.163720664021054,0.077,0.069,1,"3","ACAD9-DT"
"CNTFR-AS1",0.00233534332113287,0.211113186585727,0.02,0.015,1,"3","CNTFR-AS1"
"ENSG00000254162",0.00236223244425591,0.39256746872026,0.011,0.008,1,"3","ENSG00000254162"
"ZNF501",0.00237381580248101,0.177041932299877,0.05,0.043,1,"3","ZNF501"
"GEMIN61",0.0024041575500127,0.192274603319408,0.147,0.138,1,"3","GEMIN6"
"ENSG000002570271",0.00241502279227739,0.782056733177207,0.011,0.007,1,"3","ENSG00000257027"
"LINC01589",0.00244092710609876,0.882577171070292,0.014,0.01,1,"3","LINC01589"
"RAP2C1",0.00245134382842088,0.157870152512165,0.097,0.088,1,"3","RAP2C"
"PRR19",0.00258926593605809,0.307324728556124,0.03,0.024,1,"3","PRR19"
"COL28A11",0.00263483459501531,0.132057269368311,0.034,0.027,1,"3","COL28A1"
"ENSG000002249451",0.00265289313638693,0.351657480873708,0.012,0.009,1,"3","ENSG00000224945"
"IQGAP3",0.00265427395209147,0.689509436978403,0.017,0.022,1,"3","IQGAP3"
"HORMAD2-AS1",0.00267305987375742,0.200107313168133,0.034,0.028,1,"3","HORMAD2-AS1"
"ELAC2",0.0026903927347671,0.132240552443563,0.117,0.107,1,"3","ELAC2"
"ENSG000002674391",0.00274936761039395,0.728334341884419,0.018,0.013,1,"3","ENSG00000267439"
"ENSG000002531711",0.00277942197951733,0.256430045169099,0.037,0.03,1,"3","ENSG00000253171"
"HYKK1",0.00278088159506304,0.597530518563562,0.026,0.02,1,"3","HYKK"
"C12orf50",0.00283668297316855,1.02815078961756,0.01,0.007,1,"3","C12orf50"
"MARVELD31",0.00285152262156278,0.329615051504184,0.027,0.022,1,"3","MARVELD3"
"LGR4-AS11",0.00288308417152818,0.277227167755971,0.024,0.019,1,"3","LGR4-AS1"
"ASB16",0.00290365219515256,0.368890347090191,0.02,0.015,1,"3","ASB16"
"SCAT2",0.00292590040247046,0.236909181241632,0.044,0.037,1,"3","SCAT2"
"ENSG000002447011",0.00296321105691667,0.23559658577026,0.026,0.02,1,"3","ENSG00000244701"
"NACC11",0.00299437955387896,0.103529124444319,0.112,0.103,1,"3","NACC1"
"IDI2",0.00302673871363437,0.269779585342828,0.016,0.012,1,"3","IDI2"
"LINC015501",0.00307094643014587,0.450449771519876,0.075,0.067,1,"3","LINC01550"
"SFR11",0.00307482551103493,0.30404249446455,0.104,0.095,1,"3","SFR1"
"ENSG000002870311",0.00313282345500945,0.713842857287343,0.018,0.014,1,"3","ENSG00000287031"
"WEE2-AS11",0.00315103780793206,0.422867140463241,0.057,0.049,1,"3","WEE2-AS1"
"ENSG00000239415",0.00317179632885156,0.173912079316676,0.02,0.016,1,"3","ENSG00000239415"
"BAIAP2L1",0.00322266445183252,0.112675192064516,0.033,0.027,1,"3","BAIAP2L1"
"KRI1",0.00322800889227664,0.108144382990668,0.088,0.079,1,"3","KRI1"
"ENSG00000226772",0.0032966305250269,0.212117943242366,0.026,0.021,1,"3","ENSG00000226772"
"ENSG000002887431",0.00332726923632923,0.505913498629782,0.021,0.017,1,"3","ENSG00000288743"
"ENSG000002665731",0.00333719964770369,0.22621300238906,0.012,0.008,1,"3","ENSG00000266573"
"ST7-AS11",0.00335924296196818,0.321098630958912,0.047,0.04,1,"3","ST7-AS1"
"RABEP2",0.00338232221370305,0.128571465530813,0.06,0.052,1,"3","RABEP2"
"SNAPC21",0.00345885770341394,0.182704081911631,0.118,0.109,1,"3","SNAPC2"
"ENSG000002872221",0.00348501696504274,0.263699518063555,0.046,0.039,1,"3","ENSG00000287222"
"ENSG00000257176",0.00348813326535951,0.133656152313896,0.071,0.063,1,"3","ENSG00000257176"
"KLF91",0.00349345558727219,0.303928583510945,0.07,0.062,1,"3","KLF9"
"ENSG00000290683",0.00356097787926608,0.300919885282533,0.032,0.026,1,"3","ENSG00000290683"
"ENSG00000248779",0.00357500353026901,0.317963325092595,0.015,0.011,1,"3","ENSG00000248779"
"ASCL3",0.00361554725727176,0.648943070831823,0.01,0.007,1,"3","ASCL3"
"PLIN21",0.0036250455947123,0.145941039618973,0.04,0.034,1,"3","PLIN2"
"PDZD9",0.0036704420319899,0.128546004153042,0.037,0.031,1,"3","PDZD9"
"CYP39A11",0.00367344965443823,0.384378222230398,0.026,0.021,1,"3","CYP39A1"
"COL9A21",0.00368799851290135,0.237649648915866,0.031,0.026,1,"3","COL9A2"
"ST6GALNAC41",0.00369930011803295,0.206150839203402,0.057,0.05,1,"3","ST6GALNAC4"
"ENSG000002892561",0.00371888553397156,0.505403610878331,0.013,0.01,1,"3","ENSG00000289256"
"SNX22",0.00377742748860149,0.482327874578197,0.015,0.011,1,"3","SNX22"
"CROCC1",0.00380176827316699,0.146968496394814,0.17,0.16,1,"3","CROCC"
"ZRANB2-AS11",0.00381331773762731,0.105200056277645,0.04,0.034,1,"3","ZRANB2-AS1"
"ZDHHC23",0.00382650715975081,0.331687734324115,0.022,0.017,1,"3","ZDHHC23"
"SLC38A8",0.00383411707625427,0.240812175392619,0.018,0.013,1,"3","SLC38A8"
"RSPO21",0.0038850252881573,1.81953837089546,0.019,0.014,1,"3","RSPO2"
"GNGT1",0.00388915898239854,0.7768193992259,0.018,0.014,1,"3","GNGT1"
"ATP5MGL1",0.00391441696054484,0.349960347787938,0.022,0.018,1,"3","ATP5MGL"
"MYB1",0.00392510564106543,0.210274918471653,0.018,0.013,1,"3","MYB"
"PRDM4-AS1",0.00392984600924561,0.250737663963524,0.048,0.041,1,"3","PRDM4-AS1"
"ENSG000002868171",0.00399518935134994,0.399398471899006,0.018,0.014,1,"3","ENSG00000286817"
"ASPDH",0.00405945668813646,0.626001576226519,0.013,0.01,1,"3","ASPDH"
"DDX3Y",0.00407131565515589,0.122392529999308,0.08,0.072,1,"3","DDX3Y"
"ALDH16A11",0.00408191616889821,0.206421674942344,0.046,0.039,1,"3","ALDH16A1"
"SPAG5",0.00413024037947176,0.387344659916462,0.03,0.037,1,"3","SPAG5"
"RANBP3L1",0.0041501961162095,0.286187786442085,0.067,0.059,1,"3","RANBP3L"
"ATXN7L3-AS1",0.00416053382363345,0.826544415359804,0.017,0.013,1,"3","ATXN7L3-AS1"
"CD160",0.00416350001625681,0.336066998724244,0.023,0.018,1,"3","CD160"
"ENSG000002566581",0.0041744772326671,0.653558959374342,0.018,0.014,1,"3","ENSG00000256658"
"ENSG00000285864",0.00418219901805964,0.311540429592458,0.016,0.012,1,"3","ENSG00000285864"
"HMGN3-AS11",0.00419150668805198,0.554361012707801,0.017,0.012,1,"3","HMGN3-AS1"
"ENSG00000268015",0.00426751958423932,0.245099090044117,0.039,0.033,1,"3","ENSG00000268015"
"DIO11",0.00429202526197907,0.301669775351709,0.029,0.023,1,"3","DIO1"
"LINC00862",0.00430940385074042,0.272003232873561,0.027,0.022,1,"3","LINC00862"
"SORD",0.004341682059031,0.193275203784604,0.067,0.059,1,"3","SORD"
"NBPF8",0.00435922022165668,0.189421190949934,0.045,0.038,1,"3","NBPF8"
"ENSG000002865121",0.00439483931388768,0.240597115508012,0.06,0.053,1,"3","ENSG00000286512"
"SH2D4B",0.00440610451237477,0.115913984578603,0.041,0.035,1,"3","SH2D4B"
"ENSG00000284646",0.00441579570665365,0.128904744965305,0.013,0.009,1,"3","ENSG00000284646"
"LINC005191",0.00443366735744859,0.705586049192878,0.012,0.009,1,"3","LINC00519"
"MERTK1",0.00453528607594076,0.234549289555528,0.06,0.053,1,"3","MERTK"
"SLC66A31",0.00457054835397822,0.41283530422375,0.075,0.068,1,"3","SLC66A3"
"LINC030821",0.00469464736752474,0.373862757096997,0.012,0.009,1,"3","LINC03082"
"BCL2L11",0.00470699760915658,0.111946904378213,0.056,0.049,1,"3","BCL2L11"
"ENSG000002699581",0.00472998867012948,0.128704777741999,0.011,0.008,1,"3","ENSG00000269958"
"ENSG000002695591",0.00476932244473221,0.575499861001743,0.029,0.024,1,"3","ENSG00000269559"
"ENSG00000287032",0.0048574798093213,0.362154312669652,0.014,0.01,1,"3","ENSG00000287032"
"C51",0.00486746243424461,0.254972839155962,0.066,0.058,1,"3","C5"
"ENSG000002897041",0.00489516268838127,0.663087209768961,0.012,0.008,1,"3","ENSG00000289704"
"SREBF2-AS1",0.00506901812799587,0.378428206554792,0.065,0.057,1,"3","SREBF2-AS1"
"PPM1M1",0.00518460405606454,0.620165746089337,0.017,0.013,1,"3","PPM1M"
"C10orf1431",0.00522501083565658,0.441141875058666,0.021,0.016,1,"3","C10orf143"
"ENSG00000260891",0.00528739156268972,0.652738744725741,0.012,0.009,1,"3","ENSG00000260891"
"RUSC1-AS1",0.00529889201287715,0.57434423254034,0.011,0.008,1,"3","RUSC1-AS1"
"MLANA",0.00534722890477065,0.648688508457553,0.025,0.02,1,"3","MLANA"
"ENSG00000267283",0.00543013318412215,0.219505509550095,0.01,0.007,1,"3","ENSG00000267283"
"TWSG1-DT1",0.00543427316440474,0.319190533785718,0.023,0.018,1,"3","TWSG1-DT"
"ORAI31",0.00547712569214672,0.226070046253063,0.06,0.053,1,"3","ORAI3"
"FAM86DP1",0.00548848751297105,0.161180017934627,0.072,0.064,1,"3","FAM86DP"
"PRMT61",0.00550109758377565,0.139211098607424,0.077,0.069,1,"3","PRMT6"
"IFI351",0.0055941064919937,0.158094565827357,0.02,0.016,1,"3","IFI35"
"ENSG00000260122",0.00560801286485859,0.54166545940804,0.011,0.007,1,"3","ENSG00000260122"
"IDH2-DT1",0.00573888161267627,0.301924917883959,0.016,0.012,1,"3","IDH2-DT"
"PON1",0.00584264271608714,0.126102932808839,0.021,0.016,1,"3","PON1"
"TSBP1",0.00594056544916596,0.33590100777851,0.019,0.015,1,"3","TSBP1"
"HCCS1",0.00595010864594186,0.173036744151208,0.097,0.089,1,"3","HCCS"
"ART3",0.00599001541098429,0.253053945057313,0.036,0.03,1,"3","ART3"
"SLC2A9",0.00622962344977101,0.41604429027714,0.01,0.007,1,"3","SLC2A9"
"ENSG00000291006",0.00629263831317912,0.234777281549718,0.071,0.064,1,"3","ENSG00000291006"
"GPR171",0.0063005879552518,0.673036878426251,0.016,0.012,1,"3","GPR171"
"PDE8B1",0.00634834189093348,0.100340435942987,0.091,0.083,1,"3","PDE8B"
"NUDT61",0.00635351677320716,0.174752125188475,0.129,0.121,1,"3","NUDT6"
"ENSG00000269825",0.00653243944170376,0.281879851152247,0.02,0.016,1,"3","ENSG00000269825"
"ZNF256",0.00658738659742146,0.216457126121668,0.047,0.041,1,"3","ZNF256"
"AGFG2",0.00660829382424774,0.491557136829775,0.039,0.033,1,"3","AGFG2"
"ENSG000002879901",0.0066130879472516,0.377069396058803,0.049,0.042,1,"3","ENSG00000287990"
"AK71",0.00663602442981714,0.349594109963323,0.025,0.021,1,"3","AK7"
"ZNF191",0.00663866266358699,0.182991453996227,0.089,0.081,1,"3","ZNF19"
"ENSG000002613351",0.00671381494475799,0.426770403024261,0.032,0.027,1,"3","ENSG00000261335"
"DCST21",0.00677258897290454,0.284513410902481,0.016,0.013,1,"3","DCST2"
"CHADL1",0.00684123940365226,0.599643686224393,0.013,0.01,1,"3","CHADL"
"ENSG00000245748",0.00695073911060223,0.385494498360043,0.011,0.008,1,"3","ENSG00000245748"
"ZDHHC19",0.00697309250752176,0.256664833289033,0.034,0.029,1,"3","ZDHHC1"
"OGN",0.00699482941929147,0.240786235588053,0.054,0.047,1,"3","OGN"
"ENSG00000275582",0.00706845908128813,0.28235111652086,0.012,0.008,1,"3","ENSG00000275582"
"OTUB2",0.00719105377727992,0.280246177673912,0.064,0.057,1,"3","OTUB2"
"TMEM202-AS11",0.00726614095523024,0.261989815695054,0.033,0.027,1,"3","TMEM202-AS1"
"ZNF8131",0.0072987823254376,0.176885443642142,0.039,0.034,1,"3","ZNF813"
"ENSG000002613691",0.00732632309851592,0.212320994313859,0.072,0.065,1,"3","ENSG00000261369"
"LINC00582",0.00736640467118097,0.431047200105978,0.016,0.013,1,"3","LINC00582"
"PJVK1",0.00750114073672106,0.264305663450612,0.069,0.062,1,"3","PJVK"
"ATP10D1",0.00750650472608144,0.135142811972287,0.091,0.083,1,"3","ATP10D"
"HELZ21",0.00753381799859959,0.482151471798215,0.022,0.018,1,"3","HELZ2"
"ALPK3",0.0075658865690192,0.505511662685559,0.024,0.019,1,"3","ALPK3"
"GAS2L3",0.00760411914491659,0.11641624024801,0.082,0.073,1,"3","GAS2L3"
"ZNF385A1",0.00769319399570618,0.110140820819429,0.051,0.045,1,"3","ZNF385A"
"KIF18B",0.00783385302953226,0.136137198926587,0.04,0.047,1,"3","KIF18B"
"NEDD41",0.00784065813719186,0.119690778253576,0.133,0.124,1,"3","NEDD4"
"IL13RA11",0.0078721304603738,0.45016508565803,0.01,0.007,1,"3","IL13RA1"
"SLC66A11",0.00794797086904237,0.189534013632493,0.071,0.064,1,"3","SLC66A1"
"VMAC",0.00801119593720836,0.289026691329962,0.052,0.045,1,"3","VMAC"
"PCDHGA6",0.00804400165287763,0.299563560552032,0.011,0.008,1,"3","PCDHGA6"
"ZNF236-DT",0.0081816911638294,0.109221887735926,0.06,0.053,1,"3","ZNF236-DT"
"CCDC83",0.00820298282356884,0.276055883126422,0.017,0.014,1,"3","CCDC83"
"ENSG00000269621",0.0082030231890344,0.179744494106068,0.028,0.023,1,"3","ENSG00000269621"
"ITPKB-AS11",0.0082141689643106,0.468243394799488,0.01,0.007,1,"3","ITPKB-AS1"
"ENSG00000286415",0.00824455816114636,0.220271171098472,0.022,0.017,1,"3","ENSG00000286415"
"ENSG00000255447",0.00847146646773746,0.786869788243725,0.01,0.007,1,"3","ENSG00000255447"
"ENSG00000259460",0.00850655896318343,0.358291314933417,0.016,0.012,1,"3","ENSG00000259460"
"LAG31",0.00861143501686136,0.478600817247966,0.029,0.024,1,"3","LAG3"
"CLIC2",0.00863939774027737,0.175925126290158,0.018,0.014,1,"3","CLIC2"
"ENSG00000258077",0.00871022776373092,0.193950716492696,0.033,0.027,1,"3","ENSG00000258077"
"C16orf96",0.0087406647390655,0.113468238394746,0.02,0.016,1,"3","C16orf96"
"HSH2D",0.00883474807819637,0.505353090957049,0.015,0.012,1,"3","HSH2D"
"ENSG00000255202",0.00890721048554243,0.2508951566385,0.042,0.037,1,"3","ENSG00000255202"
"KMT5C",0.0090962184214139,0.15276310150132,0.082,0.075,1,"3","KMT5C"
"SPATA11",0.00910772718205618,0.343823892061335,0.063,0.056,1,"3","SPATA1"
"NDNF-AS11",0.00910867329399984,0.56236871821431,0.015,0.012,1,"3","NDNF-AS1"
"EDDM13",0.00915115832805343,0.171224693952221,0.05,0.043,1,"3","EDDM13"
"ENSG00000238273",0.00918027339924265,0.721185953209633,0.01,0.007,1,"3","ENSG00000238273"
"TESC1",0.00938303314198327,0.582727468021225,0.073,0.067,1,"3","TESC"
"ENSG000002765091",0.00940281214341663,0.494444825041983,0.017,0.013,1,"3","ENSG00000276509"
"IL17D2",0.00942444797666759,0.152367018700643,0.093,0.085,1,"3","IL17D"
"ENSG000002236421",0.00942882918712668,0.133542417509737,0.036,0.031,1,"3","ENSG00000223642"
"PINLYP",0.0094950075257804,0.260648744860737,0.033,0.028,1,"3","PINLYP"
"ENSG00000259133",0.00956083036632199,0.158988582560866,0.025,0.02,1,"3","ENSG00000259133"
"ENSG000002576631",0.00958446721457067,0.203705453988535,0.024,0.02,1,"3","ENSG00000257663"
"TRIL1",0.00963849269827225,1.0269611831216,0.015,0.012,1,"3","TRIL"
"ENSG000002686501",0.00966298386034262,0.214084762415254,0.027,0.023,1,"3","ENSG00000268650"
"PXN1",0.00975063375893366,0.15519701418046,0.069,0.062,1,"3","PXN"
"GLB1L2",0.00982243056258766,0.31170716577915,0.028,0.023,1,"3","GLB1L2"
"ANGPTL3",0.0099896565171164,0.362864018685891,0.013,0.01,1,"3","ANGPTL3"
"NEUROD6",0,5.11665923328272,0.839,0.057,0,"4","NEUROD6"
"NEUROD2",0,4.50314980773066,0.796,0.053,0,"4","NEUROD2"
"BHLHE22",0,4.00833144050298,0.773,0.094,0,"4","BHLHE22"
"LINC015511",0,2.27567197252569,0.825,0.167,0,"4","LINC01551"
"FOXG11",0,2.47090155021251,0.802,0.156,0,"4","FOXG1"
"SLA",0,5.06418949328989,0.654,0.032,0,"4","SLA"
"ZBTB18",0,3.33445577291198,0.778,0.169,0,"4","ZBTB18"
"BCL11B",0,3.48770734928813,0.707,0.109,0,"4","BCL11B"
"BCL11A",0,2.50229023002987,0.863,0.305,0,"4","BCL11A"
"HYCC1",0,3.09349955448367,0.699,0.153,0,"4","HYCC1"
"SEMA3C",0,4.40954018258943,0.584,0.051,0,"4","SEMA3C"
"CTTNBP21",0,2.71260208117897,0.78,0.248,0,"4","CTTNBP2"
"PLPPR11",0,1.83260250125502,0.76,0.23,0,"4","PLPPR1"
"MYT1L1",0,1.72044293132478,0.848,0.32,0,"4","MYT1L"
"ENSG00000260664",0,2.55243765881497,0.714,0.19,0,"4","ENSG00000260664"
"CACNA2D11",0,1.28861837870653,0.905,0.387,0,"4","CACNA2D1"
"MEIS21",0,1.36226743672892,0.871,0.353,0,"4","MEIS2"
"ABRACL",0,2.52813994283799,0.722,0.216,0,"4","ABRACL"
"LINC01572",0,2.30256017891306,0.796,0.294,0,"4","LINC01572"
"NFIB",0,2.4884701128173,0.971,0.472,0,"4","NFIB"
"HECW11",0,1.68717367944643,0.757,0.261,0,"4","HECW1"
"IGFBPL11",0,2.38562403513144,0.692,0.197,0,"4","IGFBPL1"
"ARPP21",0,3.4631310703147,0.581,0.097,0,"4","ARPP21"
"CAMK41",0,1.86285410325046,0.767,0.285,0,"4","CAMK4"
"SSTR2",0,3.2148240988692,0.554,0.072,0,"4","SSTR2"
"LINC011221",0,1.56290357263249,0.749,0.272,0,"4","LINC01122"
"EML1",0,2.36202898208946,0.661,0.189,0,"4","EML1"
"DOP1B",0,2.29005336296022,0.665,0.193,0,"4","DOP1B"
"NFIX1",0,2.35970985737519,0.604,0.134,0,"4","NFIX"
"CSRP2",0,3.20796390937746,0.835,0.366,0,"4","CSRP2"
"ELAVL41",0,1.08810866323437,0.759,0.291,0,"4","ELAVL4"
"KCNQ3",0,2.31670698923753,0.656,0.2,0,"4","KCNQ3"
"OPCML",0,3.81825367018866,0.665,0.212,0,"4","OPCML"
"NFIA1",0,1.76860716974808,0.898,0.445,0,"4","NFIA"
"GRIA21",0,1.22027783717024,0.85,0.397,0,"4","GRIA2"
"PDE1A",0,3.14582000301511,0.726,0.281,0,"4","PDE1A"
"TTC9B1",0,1.2582676627188,0.662,0.222,0,"4","TTC9B"
"NSG21",0,0.66562951970184,0.778,0.342,0,"4","NSG2"
"SRRM41",0,0.932696081648668,0.695,0.26,0,"4","SRRM4"
"CLMP",0,3.59044260150462,0.492,0.061,0,"4","CLMP"
"GRIA31",0,1.84099896999292,0.61,0.179,0,"4","GRIA3"
"CHD3",0,1.58266771028006,0.701,0.271,0,"4","CHD3"
"SLC4A101",0,1.96489145753513,0.801,0.376,0,"4","SLC4A10"
"TBR1",0,5.13260500985638,0.433,0.013,0,"4","TBR1"
"SOX51",0,2.36159696313032,0.937,0.519,0,"4","SOX5"
"NELL21",0,2.2730641980263,0.761,0.345,0,"4","NELL2"
"SEZ6",0,2.04721016009011,0.532,0.116,0,"4","SEZ6"
"PAK51",0,1.2957981439021,0.667,0.251,0,"4","PAK5"
"EPHA41",0,1.89078963461708,0.714,0.301,0,"4","EPHA4"
"DOK61",0,2.12878150569436,0.798,0.387,0,"4","DOK6"
"MIR181A1HG1",0,1.60925143788628,0.775,0.367,0,"4","MIR181A1HG"
"EPHA51",0,1.00476379606044,0.776,0.37,0,"4","EPHA5"
"CORO2B",0,1.7242110910856,0.659,0.255,0,"4","CORO2B"
"SEZ6L21",0,0.647854978092577,0.781,0.378,0,"4","SEZ6L2"
"TCF41",0,1.6628996027271,0.951,0.548,0,"4","TCF4"
"SATB2",0,4.75888651141389,0.456,0.054,0,"4","SATB2"
"CYRIA",0,2.43611461535431,0.58,0.178,0,"4","CYRIA"
"FRMD4B",0,2.5897657797302,0.592,0.19,0,"4","FRMD4B"
"EFNB21",0,1.39057876439789,0.678,0.278,0,"4","EFNB2"
"PALMD",0,4.60886601354756,0.423,0.023,0,"4","PALMD"
"ZEB2",0,2.06154100491564,0.765,0.369,0,"4","ZEB2"
"SNCA1",0,1.76613954380152,0.57,0.175,0,"4","SNCA"
"MPPED21",0,0.760310585010959,0.607,0.218,0,"4","MPPED2"
"PHACTR11",0,1.19393351272813,0.846,0.457,0,"4","PHACTR1"
"LRCH1",0,1.5924331922253,0.639,0.251,0,"4","LRCH1"
"PTPRO1",0,1.51062408583653,0.69,0.302,0,"4","PTPRO"
"KLF71",0,1.16888278316727,0.68,0.295,0,"4","KLF7"
"SH3RF3",0,2.31747131695457,0.524,0.139,0,"4","SH3RF3"
"SH3BP51",0,1.27980885166693,0.655,0.272,0,"4","SH3BP5"
"EPHA71",0,1.74461900716372,0.524,0.141,0,"4","EPHA7"
"SLC24A2",0,3.53525954955025,0.436,0.053,0,"4","SLC24A2"
"NHSL11",0,1.68317214782725,0.702,0.32,0,"4","NHSL1"
"CNR1",0,1.39216233741014,0.582,0.204,0,"4","CNR1"
"DCX1",0,0.905966708342752,0.931,0.555,0,"4","DCX"
"PLXNA2",0,1.56949500256753,0.667,0.293,0,"4","PLXNA2"
"SEMA6D1",0,1.19193742471843,0.657,0.283,0,"4","SEMA6D"
"SPIRE1",0,1.56239670466857,0.846,0.474,0,"4","SPIRE1"
"BZW21",0,1.05109763685851,0.741,0.371,0,"4","BZW2"
"STMN21",0,0.912207342086713,0.948,0.578,0,"4","STMN2"
"SLC44A5",0,2.38048074040065,0.726,0.358,0,"4","SLC44A5"
"PTPRZ12",0,1.0585254142421,0.913,0.545,0,"4","PTPRZ1"
"LHX21",0,0.832517265789683,0.51,0.144,0,"4","LHX2"
"TG",0,4.72356791489374,0.379,0.014,0,"4","TG"
"CCSER11",0,1.2708377530981,0.861,0.499,0,"4","CCSER1"
"SH3GL21",0,1.71119392514973,0.54,0.179,0,"4","SH3GL2"
"KCNMB4",0,1.63727820860745,0.607,0.246,0,"4","KCNMB4"
"GAREM1",0,2.25988855847845,0.639,0.278,0,"4","GAREM1"
"MLLT31",0,1.59736970160468,0.881,0.521,0,"4","MLLT3"
"SHTN11",0,1.36023289553185,0.694,0.334,0,"4","SHTN1"
"TIAM21",0,1.70199248002926,0.705,0.347,0,"4","TIAM2"
"NOL41",0,1.20700170534078,0.646,0.289,0,"4","NOL4"
"PDGFC1",0,2.22094674051457,0.528,0.171,0,"4","PDGFC"
"DLGAP1",0,1.91170793075026,0.929,0.573,0,"4","DLGAP1"
"FABP72",0,0.373400461420689,0.874,0.518,0,"4","FABP7"
"CACNA1A1",0,1.42669325771525,0.5,0.144,0,"4","CACNA1A"
"SRGAP11",0,1.40832087727636,0.856,0.501,0,"4","SRGAP1"
"TAGLN31",0,0.876647715378424,0.822,0.467,0,"4","TAGLN3"
"NSG11",0,0.35108482468316,0.761,0.407,0,"4","NSG1"
"STXBP11",0,0.901288475597397,0.694,0.34,0,"4","STXBP1"
"MACO11",0,1.05936207949035,0.705,0.352,0,"4","MACO1"
"FMNL21",0,1.16634867926451,0.81,0.458,0,"4","FMNL2"
"CELF2-AS2",0,1.99350968902156,0.505,0.153,0,"4","CELF2-AS2"
"ENSG000002578941",0,1.25567159612295,0.615,0.264,0,"4","ENSG00000257894"
"LRRC71",0,1.92638780064622,0.836,0.486,0,"4","LRRC7"
"SEMA3A1",0,1.31928562415691,0.59,0.24,0,"4","SEMA3A"
"ST3GAL1",0,2.95551281974981,0.405,0.056,0,"4","ST3GAL1"
"ADD21",0,1.19755334144174,0.601,0.252,0,"4","ADD2"
"HIVEP2",0,1.93579988679269,0.563,0.215,0,"4","HIVEP2"
"KCNH71",0,1.25603213263068,0.839,0.492,0,"4","KCNH7"
"KALRN1",0,0.814482934941608,0.882,0.535,0,"4","KALRN"
"KLHL291",0,2.08585421344417,0.48,0.134,0,"4","KLHL29"
"ANKRD441",0,1.23976244799984,0.57,0.224,0,"4","ANKRD44"
"SCG31",0,0.513780442545629,0.824,0.478,0,"4","SCG3"
"TANC21",0,0.859684237392436,0.782,0.437,0,"4","TANC2"
"PGAP11",0,1.23800166768427,0.781,0.438,0,"4","PGAP1"
"SLC1A21",0,0.921594545214947,0.714,0.371,0,"4","SLC1A2"
"NRXN11",0,0.710258858494885,0.962,0.62,0,"4","NRXN1"
"SLC17A7",0,4.63393606539885,0.351,0.009,0,"4","SLC17A7"
"ENC1",0,1.52103865473581,0.674,0.333,0,"4","ENC1"
"LINC022811",0,2.08026693784929,0.429,0.088,0,"4","LINC02281"
"PLXNA41",0,2.15154999968034,0.52,0.181,0,"4","PLXNA4"
"RALGAPA21",0,0.982159760793177,0.67,0.331,0,"4","RALGAPA2"
"NEUROG21",0,2.36874464752631,0.399,0.061,0,"4","NEUROG2"
"ATP8A21",0,1.42839356239664,0.54,0.202,0,"4","ATP8A2"
"MAP1LC3A",0,1.7909876915303,0.466,0.128,0,"4","MAP1LC3A"
"INA1",0,0.504506446130804,0.691,0.355,0,"4","INA"
"TENM41",0,1.3743039315828,0.818,0.482,0,"4","TENM4"
